alumni_career_titles,alumni_info,awards,contact_email,department,dept_news_links,lab_culture,lab_website,last_updated,linkedin_profiles,mentorship_info,num_alumni,num_students,pi_name,publication_abstracts,publication_dates,publication_links,publications,research_summary,scraped_excerpts,social_media_posts,source_url,title_position
Process Engineer; Production Engineer; PhD Student,"Priya N. (MS 2023, ExxonMobil); Mark J. (BS 2024, Dow); Lina K. (MS 2022, PhD student at UC)",NSF CAREER Award (2023),arao@ncsu.edu,CBE,https://cbe.ncsu.edu/news/rao-co2-hydrogenation,collaborative; experimental; data-driven,http://raolab.ncsu.edu,2025-09-05,https://linkedin.com/in/priya-n; https://linkedin.com/in/mark-j; https://linkedin.com/in/lina-k,Weekly one-on-one meetings; emphasizes reproducible workflows and open science.,3,8,Dr. Anika Rao,We develop a microkinetic framework linking active-site ensembles to observed selectivity in CO2 hydrogenation. | A modular tandem reactor couples reverse water–gas shift with methanol synthesis to improve carbon efficiency.,2024 | 2023,https://doi.org/10.1234/cbe.rao.2024.a | https://doi.org/10.1234/cbe.rao.2023.b,Microkinetic Insights into CO2-to-Methanol Pathways | Tandem Catalytic Systems for E-Fuels Manufacture,Heterogeneous catalysis and reaction engineering for CO2 hydrogenation and e-fuels; integrates microkinetic modeling with operando spectroscopy.,"[Research tab] Focus on CO2 hydrogenation and e-fuels (Source: http://raolab.ncsu.edu/research) | [People tab] 8 current students, 3 alumni (Source: http://raolab.ncsu.edu/people)",https://twitter.com/RaoLab/status/1234567,https://www.cbe.ncsu.edu/faculty/rao,Assistant Professor
Postdoctoral Researcher; Electrochemical Engineer,"Sara P. (PhD 2023, Postdoc at NREL); Omar D. (MS 2022, Siemens Energy)",DOE Early Career (2021),bortiz@ncsu.edu,CBE,https://cbe.ncsu.edu/news/ortiz-green-ammonia,interdisciplinary; safety-first; electrochemistry-heavy,http://ortizlab.ncsu.edu,2025-09-05,https://linkedin.com/in/sara-p; https://linkedin.com/in/omar-d,Open-door policy; encourages peer-mentoring and shared lab notebooks.,6,10,Dr. Benjamin Ortiz,A composite membrane suppresses crossover and stabilizes Faradaic efficiency during nitrogen reduction. | We map chemical and mechanical degradation mechanisms in ionomers during extended operation.,2024 | 2022,https://doi.org/10.1234/cbe.ortiz.2024.a | https://doi.org/10.1234/cbe.ortiz.2022.b,Membrane-Stabilized Electrolysis for Ambient Ammonia | Degradation Pathways in Polymer Electrolytes under NRR Conditions,Electrochemical engineering for nitrogen reduction and green ammonia; membrane reactor design and degradation studies.,[Research tab] Nitrogen reduction and membrane reactors (Source: http://ortizlab.ncsu.edu/research) | [Publications] Selected papers 2022–2024 (Source: http://ortizlab.ncsu.edu/publications),https://twitter.com/OrtizLab/status/2345678,https://www.cbe.ncsu.edu/faculty/ortiz,Associate Professor
Senior Materials Scientist; Assistant Professor,"Wei L. (PhD 2021, 3M); Hannah G. (PhD 2019, Assistant Professor at Midwestern U.)",AIChE R.B. Bird Award (2020),czhang@ncsu.edu,CBE,https://cbe.ncsu.edu/news/zhang-rheology-award,creative; experimental; instrumentation-focused,http://zhangsoftmatter.ncsu.edu,2025-09-05,https://linkedin.com/in/wei-l; https://linkedin.com/in/hannah-g,Project ownership model with monthly professional development workshops.,18,12,Dr. Chloe Zhang,We formulate colloidal inks whose viscosity and elasticity are tuned for hierarchical printing. | A combined rheo-SAXS study links microstructure to slurry processability.,2025 | 2023,https://doi.org/10.1234/cbe.zhang.2025.a | https://doi.org/10.1234/cbe.zhang.2023.b,Shear-Programmable Inks for 3D Electrodes | Yielding Transitions in Battery Slurries,Soft matter and rheology of complex fluids; printable colloids for energy devices and 3D-structured electrodes.,[Research tab] Soft matter for energy devices (Source: http://zhangsoftmatter.ncsu.edu/research) | [People] 12 students listed (Source: http://zhangsoftmatter.ncsu.edu/people),https://twitter.com/ZhangLab/status/3456789,https://www.cbe.ncsu.edu/faculty/zhang,Professor
Process Engineer; Materials Engineer,"Jae S. (MS 2023, First Solar); Lila A. (BS 2024, Micron)",ACS PRF Doctoral New Investigator (2022),dfoster@ncsu.edu,CBE,https://cbe.ncsu.edu/news/foster-plasmonics,hands-on; optics-heavy; collaborative,http://fosterphoto.ncsu.edu,2025-09-05,https://linkedin.com/in/jae-s; https://linkedin.com/in/lila-a,Structured onboarding; paired-coding for data/automation; weekly subgroup meetings.,2,6,Dr. Daniel Foster,Alloying tunes hot-carrier lifetimes and selectivity during CO2 reduction. | We quantify radiative transfer to optimize quantum yields in scaled reactors.,2024 | 2023,https://doi.org/10.1234/cbe.foster.2024.a | https://doi.org/10.1234/cbe.foster.2023.b,Plasmon-Enhanced CO2 Reduction on Alloyed Nanostructures | Light-Field Engineering in Photocatalytic Reactors,Photocatalysis and plasmonic materials for solar fuels; reactor design for light management and scale-up.,[Research] Photocatalysis and plasmonics (Source: http://fosterphoto.ncsu.edu/research) | [Publications] New 2024 paper highlighted (Source: http://fosterphoto.ncsu.edu/publications),https://twitter.com/FosterPhotoLab/status/4567890,https://www.cbe.ncsu.edu/faculty/foster,Assistant Professor
Environmental Engineer; Process Development Engineer,"Diego V. (PhD 2022, EPA); Nora K. (PhD 2021, Intel)",MRS Young Investigator (2021),emorales@ncsu.edu,CBE,https://cbe.ncsu.edu/news/morales-membranes-award,collaborative; environmentally focused; instrumentation,http://moralesmembranes.ncsu.edu,2025-09-05,https://linkedin.com/in/diego-v; https://linkedin.com/in/nora-k,Rotations for first-year grads; emphasizes inclusive mentoring and goal setting.,7,9,Dr. Elena Morales,Functional zwitterions resist protein and oil adhesion in harsh feeds. | Optical coherence tomography tracks fouling dynamics and cleaning efficiency.,2025 | 2022,https://doi.org/10.1234/cbe.morales.2025.a | https://doi.org/10.1234/cbe.morales.2022.b,Zwitterionic Membranes for Oil–Water Separations | In Situ Imaging of Fouling Layers under Crossflow,Porous materials and membranes for water reuse and selective separations; antifouling chemistry and in situ diagnostics.,[Research] Membranes & separations focus (Source: http://moralesmembranes.ncsu.edu/research) | [People] 9 students (Source: http://moralesmembranes.ncsu.edu/people),https://twitter.com/MoralesLab/status/5678901,https://www.cbe.ncsu.edu/faculty/morales,Associate Professor
R&D ChemE; Senior Process Engineer,"Rita M. (PhD 2018, Chevron); Alex T. (PhD 2016, BASF)",AIChE Wilhelm Award (2019),fahmed@ncsu.edu,CBE,https://cbe.ncsu.edu/news/ahmed-biomass-reactors,rigorous; team-oriented; modeling + experiments,http://ahmedreactors.ncsu.edu,2025-09-05,https://linkedin.com/in/rita-m; https://linkedin.com/in/alex-t,Senior–junior pairing; strong emphasis on rigorous kinetics and transport fundamentals.,20,11,Dr. Farid Ahmed,Validated CFD models predict heat and mass transfer limits during scale-up. | Network-based kinetics capture aromatic product distributions from lignin.,2023 | 2021,https://doi.org/10.1234/cbe.ahmed.2023.a | https://doi.org/10.1234/cbe.ahmed.2021.b,CFD-Guided Scale-Up of Biomass Pyrolysis Reactors | Kinetic Networks for Lignin Depolymerization,Reaction engineering and reactor design for biomass valorization; coupling CFD with bench-scale experiments.,[Research] Biomass reactors & kinetics (Source: http://ahmedreactors.ncsu.edu/research) | [Publications] Featured CFD scale-up paper (Source: http://ahmedreactors.ncsu.edu/publications),https://twitter.com/AhmedReactors/status/6789012,https://www.cbe.ncsu.edu/faculty/ahmed,Professor
Polymer Engineer; Materials Engineer,"Heidi F. (MS 2024, Eastman); Jacob R. (BS 2023, Boeing)",NSF CAREER Award (2024),grossi@ncsu.edu,CBE,https://cbe.ncsu.edu/news/rossi-plastics-circularity,sustainability-focused; experimental; collaborative,http://rossipolymers.ncsu.edu,2025-09-05,https://linkedin.com/in/heidi-f; https://linkedin.com/in/jacob-r,Co-advising with industry partners; quarterly IDP reviews.,2,7,Dr. Gabriella Rossi,Dynamic linkers enable chemical recycling without property loss. | We quantify rate laws for PET depolymerization under mild conditions.,2025 | 2023,https://doi.org/10.1234/cbe.rossi.2025.a | https://doi.org/10.1234/cbe.rossi.2023.b,Closed-Loop Polyesters via Dynamic Covalent Chemistry | Kinetics of Catalytic PET Depolymerization,Polymer reaction engineering and sustainable plastics; catalytic depolymerization and closed-loop design.,[Research] Sustainable polymers & depolymerization (Source: http://rossipolymers.ncsu.edu/research) | [People] 7 students (Source: http://rossipolymers.ncsu.edu/people),https://twitter.com/RossiPolymers/status/7890123,https://www.cbe.ncsu.edu/faculty/rossi,Assistant Professor
Research Scientist; Senior Catalysis Engineer,"Kenji M. (PhD 2017, Toyota); Alice P. (PhD 2015, Shell)",AIChE Catalysis and Reaction Engineering Division Award (2018),htanaka@ncsu.edu,CBE,https://cbe.ncsu.edu/news/tanaka-operando-spectroscopy,precision-focused; spectroscopy-heavy; collaborative,http://tanakacatalysis.ncsu.edu,2025-09-05,https://linkedin.com/in/kenji-m; https://linkedin.com/in/alice-p,High-standards with structured milestones; weekly literature clubs.,25,9,Dr. Hiroshi Tanaka,We resolve dynamic oxidation states during alkane activation. | Multi-scale modeling connects site-level kinetics to reactor behavior.,2024 | 2022,https://doi.org/10.1234/cbe.tanaka.2024.a | https://doi.org/10.1234/cbe.tanaka.2022.b,Operando XAS of Vanadyl Sites in Alkane Oxidation | Bridging Scales: From Sites to Reactor Selectivity,In situ and operando spectroscopy of catalyst surfaces; structure–activity relationships for selective oxidations.,[Research] Operando spectroscopy & oxidation (Source: http://tanakacatalysis.ncsu.edu/research) | [Publications] 2024 XAS paper (Source: http://tanakacatalysis.ncsu.edu/publications),https://twitter.com/TanakaCatalysis/status/8901234,https://www.cbe.ncsu.edu/faculty/tanaka,Professor
Process Development Engineer,"Ahmed S. (BS 2024, Procter & Gamble)",3M Non-Tenured Faculty Award (2023),icruz@ncsu.edu,CBE,https://cbe.ncsu.edu/news/cruz-responsive-emulsions,creative; surface-science-centric; experimental,http://cruzinterfaces.ncsu.edu,2025-09-05,https://linkedin.com/in/ahmed-s,Students co-lead collaborations; strong emphasis on communication and writing practice.,1,5,Dr. Isabella Cruz,We demonstrate reversible wettability changes under mild stimuli. | Emulsion formulations enable selective phase transfer of target solutes.,2025 | 2024,https://doi.org/10.1234/cbe.cruz.2025.a | https://doi.org/10.1234/cbe.cruz.2024.b,Wettability Switching in Ionic-Liquid-Infused Surfaces | Responsive Emulsions for Selective Extraction,Colloids and interfacial phenomena for advanced separations; responsive emulsions and stimuli-tunable wettability.,[Research] Interfacial phenomena & separations (Source: http://cruzinterfaces.ncsu.edu/research) | [People] 5 students (Source: http://cruzinterfaces.ncsu.edu/people),https://twitter.com/CruzInterfaces/status/9012345,https://www.cbe.ncsu.edu/faculty/cruz,Assistant Professor
Optimization Scientist; Control Engineer,"Mei T. (PhD 2021, AspenTech); Liam O. (MS 2020, ABB)",NSF CAREER Award (2020),jstein@ncsu.edu,CBE,https://cbe.ncsu.edu/news/stein-process-systems,computational; collaborative; industry-partnered,http://steinpse.ncsu.edu,2025-09-05,https://linkedin.com/in/mei-t; https://linkedin.com/in/liam-o,Code reviews for all modeling projects; team science framework with defined roles.,10,8,Dr. Jacob Stein,Hybrid surrogates incorporate conservation laws to improve extrapolation. | We formalize stochastic constraints for low-carbon operations.,2024 | 2022,https://doi.org/10.1234/cbe.stein.2024.a | https://doi.org/10.1234/cbe.stein.2022.b,Physics-Guided Surrogates for Process Optimization | Robust Design under Renewable Energy Variability,Process systems engineering and optimization; surrogate models for chemical plants and robust design under uncertainty.,[Research] Process systems & optimization (Source: http://steinpse.ncsu.edu/research) | [Publications] 2024 physics-guided surrogate (Source: http://steinpse.ncsu.edu/publications),https://twitter.com/SteinPSE/status/9123456,https://www.cbe.ncsu.edu/faculty/stein,Associate Professor
Strain Engineer,"Sofia R. (MS 2024, Ginkgo Bioworks)",Beckman Young Investigator (2024),kpetrov@ncsu.edu,CBE,https://cbe.ncsu.edu/news/petrov-biofabrication,biofoundry-style; fast iteration; collaborative,http://petrovbiofab.ncsu.edu,2025-09-05,https://linkedin.com/in/sofia-r,Individual development plans and mentoring committees; transparent authorship policies.,1,6,Dr. Katerina Petrov,Programmable repression redistributes flux toward high-value products. | Cell-free systems accelerate design-build-test cycles.,2025 | 2023,https://doi.org/10.1234/cbe.petrov.2025.a | https://doi.org/10.1234/cbe.petrov.2023.b,CRISPRi Circuits for Flux Redirection | Cell-Free Prototyping of Terpene Pathways,Metabolic engineering and synthetic biology for biomanufacturing of therapeutics and specialty chemicals.,[Research] Metabolic engineering & synbio (Source: http://petrovbiofab.ncsu.edu/research) | [People] 6 trainees (Source: http://petrovbiofab.ncsu.edu/people),https://twitter.com/PetrovBiofab/status/9234567,https://www.cbe.ncsu.edu/faculty/petrov,Assistant Professor
Robotics Engineer; Process Engineer,"Nora A. (PhD 2019, Amazon Robotics); Ben E. (MS 2018, GE)",AIChE Particle Technology Forum Award (2018),lalvarez@ncsu.edu,CBE,https://cbe.ncsu.edu/news/alvarez-particle-technology,experimental; safety-first; industry-collab,http://alvarezparticles.ncsu.edu,2025-09-05,https://linkedin.com/in/nora-a; https://linkedin.com/in/ben-e,Safety culture champion; encourages cross-lab instrument training.,22,7,Dr. Luis Alvarez,Surface treatments reduce fracture and fines generation. | We map transition criteria between dilute and dense phase transport.,2023 | 2021,https://doi.org/10.1234/cbe.alvarez.2023.a | https://doi.org/10.1234/cbe.alvarez.2021.b,Attrition-Resistant AM Powders | Pneumatic Conveying Regimes in Vertical Risers,"Particle technology and multiphase flows; pneumatic conveying, attrition, and additive manufacturing powders.",[Research] Particle technology & AM powders (Source: http://alvarezparticles.ncsu.edu/research) | [Publications] Attrition-resistant powders (Source: http://alvarezparticles.ncsu.edu/publications),https://twitter.com/AlvarezParticles/status/9345678,https://www.cbe.ncsu.edu/faculty/alvarez,Professor
AI Research Scientist; Formulation Scientist,"Arun P. (PhD 2022, NVIDIA); Chloe V. (MS 2021, P&G)",NSF CAREER Award (2021),msrini@ncsu.edu,CBE,https://cbe.ncsu.edu/news/srinivasan-computation,computational; rigorous; supportive,http://srinicompute.ncsu.edu,2025-09-05,https://linkedin.com/in/arun-p; https://linkedin.com/in/chloe-v,Hybrid lab notebooks (ELN + paper) with quarterly audits; inclusive lab practices.,8,9,Dr. Maya Srinivasan,We implement transferably accurate parameters for diverse ionic liquid families. | Bayesian methods bound uncertainty in reactive simulations.,2025 | 2022,https://doi.org/10.1234/cbe.srini.2025.a | https://doi.org/10.1234/cbe.srini.2022.b,Force-Field Reparameterization for Ionic Liquids | Bayesian UQ for Reactive Molecular Dynamics,Computational thermodynamics and molecular simulation for electrolytes and reactive systems; uncertainty quantification.,[Research] Molecular simulation & thermodynamics (Source: http://srinicompute.ncsu.edu/research) | [People] 9 students listed (Source: http://srinicompute.ncsu.edu/people),https://twitter.com/SriniCompute/status/9456789,https://www.cbe.ncsu.edu/faculty/srinivasan,Associate Professor
Manufacturing Associate,"Riley S. (BS 2024, Merck)",DOE Early Career (2024),nwilliams@ncsu.edu,CBE,https://cbe.ncsu.edu/news/williams-microreactors,hardware-focused; safety-first; agile,http://williamsmicro.ncsu.edu,2025-09-05,https://linkedin.com/in/riley-s,Biweekly design reviews; promotes maker-space prototyping for reactors.,1,5,Dr. Noah Williams,We enable safer nitrations via photochemical pathways in flow. | Closed-loop IR control stabilizes temperature and yield.,2025 | 2023,https://doi.org/10.1234/cbe.williams.2025.a | https://doi.org/10.1234/cbe.williams.2023.b,Microreactor Photochemistry for Nitrations | In-Line IR Control of Exothermic Reactions,Microreactors and intensification for hazardous chemistries; in-line analytics and control.,[Research] Microreactors & intensification (Source: http://williamsmicro.ncsu.edu/research) | [Publications] 2025 photochemistry paper (Source: http://williamsmicro.ncsu.edu/publications),https://twitter.com/WilliamsMicro/status/9567890,https://www.cbe.ncsu.edu/faculty/williams,Assistant Professor
Separation Scientist; Process Engineer,"Diep L. (PhD 2021, ExxonMobil); Jorge M. (PhD 2020, Linde)",AIChE Separations Division Graduate Research Advisor Award (2023),opark@ncsu.edu,CBE,https://cbe.ncsu.edu/news/park-mof-membranes,membranes-focused; experimental; collaborative,http://parkseparations.ncsu.edu,2025-09-05,https://linkedin.com/in/diep-l; https://linkedin.com/in/jorge-m,Coaching model with individualized communication cadences; annual retreat for vision setting.,9,10,Dr. Olivia Park,We engineer defect tolerance to preserve selectivity at scale. | Shear alignment of fillers boosts permeability-selectivity tradeoffs.,2024 | 2022,https://doi.org/10.1234/cbe.park.2024.a | https://doi.org/10.1234/cbe.park.2022.b,Defect-Tolerant MOF Membranes for Olefin/Paraffin | Mixed-Matrix Membranes with Aligned Fillers,Advanced separations using metal–organic frameworks and mixed-matrix membranes for olefin/paraffin separations.,[Research] MOF membranes & MMMs (Source: http://parkseparations.ncsu.edu/research) | [People] 10 students (Source: http://parkseparations.ncsu.edu/people),https://twitter.com/ParkSeparations/status/9678901,https://www.cbe.ncsu.edu/faculty/park,Associate Professor
